"game","order","displayText","source","signal","difficulty","answerLeak","moderation","status"
"DEATH STRANDING","3","То есть лучший год в который вышло 3 игры все из которых являются продолжением других франшиз? Братишка, посмотри что такое 1998, 2004, 2007 годы если хочешь знать что такое один из лучших годов в игровой индустрии.","https://dtf.ru/games/3626613-death-stranding-2-vyidet-26-iyunya-bolshoi-treiler-skrinshoty-i-podrobnosti-ob-igre?comment=49635079","player-experience","medium","false","safe","published"
"DEATH STRANDING","4","Fable, VTMB, The Suffering, LOTR: Battle for middle earth, Ninja Gaiden, World of Warcraft, Rome: Total War, Sacred, Painkiller, Chronicles of RIddick: Escape from butcher bay, Star Wars Battlefront, Killzone, Flatout и еще целую кучу игр поменьше которые либо открывали новые","https://dtf.ru/games/3626613-death-stranding-2-vyidet-26-iyunya-bolshoi-treiler-skrinshoty-i-podrobnosti-ob-igre?comment=49635516","player-experience","medium","false","safe","published"
"DEATH STRANDING","5","Первая часть доступна в Стиме. Кардинальных изменений в геймплее замечено не было","https://dtf.ru/games/2462640-death-stranding-2-remeik-silent-hill-2-i-judas-chto-pokazali-na-state-of-play?comment=35187253","mechanics","medium/easy","false","safe","published"
"DEATH STRANDING","6","[название игры] 2 - В С Ё Игра получила 60 баллов из 100 на Metacritic.","https://dtf.ru/games/3851499-death-stranding-2-obzory-i-otsenki?comment=53284667","player-experience","easy","false","safe","published"
"DEATH STRANDING","","Ничего тупее не слышал в жизни. Геймплей из 4 кнопок. Да. Там правда 6 активных персонажей, работающих уникально, со своими ветками прокачки и громадной вариативностью в построении билдов.","https://dtf.ru/games/3851499-death-stranding-2-obzory-i-otsenki?comment=53286606","mechanics; story","reserve","false","safe","reserve"
"DEATH STRANDING","","Когда он таким стал? Тут каждый второй хоронит Xbox. Комментаторы поговаривают, что в конце года Майкрософт точно закроет игровое подразделение и Sony в тот же день анонсирует: Bloodborne 2, Killzone, Twisted Metal, Factions 2, Syphon Filter 4, Days Gone 2, Uncharted 5. Наступит","https://dtf.ru/games/2462640-death-stranding-2-remeik-silent-hill-2-i-judas-chto-pokazali-na-state-of-play?comment=35187492","release-context","reserve","false","safe","reserve"
"DEATH STRANDING","","Он и закрытие студии разработчиков Concord предсказал 🤷‍♀️ До релиза игры","https://dtf.ru/games/3851499-death-stranding-2-obzory-i-otsenki?comment=53286687","release-context","reserve","false","safe","reserve"
"The Day Before","1","Ребята, в студии Fntastic прислали нам ключи игры, а мы отправляем их вам.","https://dtf.ru/games/2330791-mmo-ekshen-the-day-before-vyshel-v-rannem-dostupe-igra-stoit-1300-rublei?comment=32990516","player-experience","hard","false","safe","published"
"The Day Before","2","Нет, со Смутой все Смутно. Много ты там Геймплея увидел за все время?","https://dtf.ru/gameindustry/2340041-progrev-goda-kak-v-seti-otreagirovali-na-zakrytie-studii-fntastic?comment=33138345","mechanics","hard/medium","false","safe","published"
"The Day Before","3","Равно как и сингапурские разрабы [название игры]","https://dtf.ru/games/2333429-the-day-before-voshla-v-troiku-samyh-nizkoocenennyh-igr-v-steam-sredi-taitlov-s-tysyachami-obzorov?comment=33028655","player-experience","medium","false","safe","published"
"The Day Before","4",">[название игры] меняли под впечатлением от других игр Да не может такого быть","https://dtf.ru/gameindustry/2465680-smi-the-day-before-menyali-pod-vpechatleniem-ot-drugih-igr-a-sotrudnikov-fntastic-shtrafovali-i-uvolnyali-za-oshibki?comment=35242867","player-experience","medium","false","safe","published"
"The Day Before","5","Скажи это Atomic Heart. Если бы разрабы [название игры] сделали хотя бы на приемлимом уровне шутан в советском постапокалипсисе, то игра бы разлетелась как горячие пирожки, даже я бы её купил.","https://dtf.ru/gameindustry/2331192-onlain-ekshen-the-day-before-ot-studii-fntastic-startoval-v-steam-s-14-polozhitelnyh-otzyvov?comment=32997663","player-experience","medium/easy","false","safe","published"
"The Day Before","6","Студия создавшая [название игры] закрылась The Day After релиза","https://dtf.ru/gameindustry/2339862-studiya-fntastic-obyavila-o-svoem-zakrytii-iz-za-finansovogo-kraha-the-day-before?comment=33132080","release-context","easy","false","safe","published"
"The Day Before","","Грангер, давай под заголовок это, оно того стоит.","https://dtf.ru/gameindustry/2339862-studiya-fntastic-obyavila-o-svoem-zakrytii-iz-za-finansovogo-kraha-the-day-before?comment=33132414","player-experience","reserve","false","safe","reserve"
"The Day Before","",">«Любого, кто часто жаловался, выгоняли» Не знал, что сижу на сайте Fntastic","https://dtf.ru/gameindustry/2342480-lyubogo-kto-chasto-zhalovalsya-vygonyali-sotrudnik-fntastic-rasskazal-o-razrabotke-the-day-before?comment=33176637","player-experience","reserve","false","safe","reserve"
"The Day Before","","Тебе какая разница, какая комиссия у вальв? Сделай они ее 5 процентов, ценник на игры все равно не упал бы.","https://dtf.ru/gameindustry/2340331-the-day-before-snyali-s-prodazhi-v-steam?comment=33141251","player-experience","reserve","false","safe","reserve"
"Atomic Heart","1","Близняшки, конечно, горячие, но она...","https://dtf.ru/bewareofgod/1645531-na-pk-i-konsolyah-sostoyalsya-reliz-atomic-heart-ekshena-ob-alternativnom-sssr?comment=22913772","player-experience","hard","false","safe","published"
"Atomic Heart","2","Мужик, спасибо тебе огромное за то, что собрал всё это. Но есть один важный момент, на который не обращают многие - Стим спокойно позволяет бесплатно генерировать ключи.","https://dtf.ru/id344984/1599973-kto-i-zachem-nachal-zashishat-atomic-heart-kogda-razrabotchiki-diskreditirovali-sami-sebya?comment=22309915","player-experience","hard/medium","false","safe","published"
"Atomic Heart","3","Купил и что?) Это ведь ранняя сборка, которая не получит апдейты, а твоя сборка получит. Плюс вообще неясно, как эта сборка работает. Смотри на вещи с положительной точки зрения)","https://dtf.ru/games/1641280-utechka-debag-sborka-atomic-heartpopala-v-set-do-reliza?comment=22857889","player-experience","medium","false","safe","published"
"Atomic Heart","4",">это не показатель, они бы просто разорились. Разорились от того, что оставили возможность выбрать, покупать в стиме или vk play? Логика уровня ботов из тематических пабликов, активно защищающих эксклюзивность игры для VK Play под предлогом ""сделали удобнее"".","https://dtf.ru/games/1634280-obzory-atomic-heart-vyidut-20-fevralya-za-den-do-reliza-igry?comment=22765849","player-experience","medium","false","safe","published"
"Atomic Heart","5","Напомнило серию Саус Парка, где расизм замечали только взрослые. А дети, чей разум еще чист и не забит всяким дерьмом, видели на картинке только человечков, а не различия в цветах кожи.","https://dtf.ru/gameindustry/1654746-razrabotchiki-atomic-heart-poobeshali-ubrat-iz-igry-fragment-multfilma-nu-pogodi-kotoryi-sochli-rasistskim-v-seti?comment=23045617","community-humor","medium/easy","false","safe","published"
"Atomic Heart","6","> Разработчики [название игры] пообещали убрать из игры фрагмент мультфильма «Ну, погоди!» Скорее всего, заменят на фрагмент про Федю из «Приключений Шурика».","https://dtf.ru/gameindustry/1654746-razrabotchiki-atomic-heart-poobeshali-ubrat-iz-igry-fragment-multfilma-nu-pogodi-kotoryi-sochli-rasistskim-v-seti?comment=23042995","player-experience","easy","false","safe","published"
"Atomic Heart","","Да я вообще в неё играть не собираюсь, просто злорадствую. Только музыку из игры послушаю","https://dtf.ru/games/1641280-utechka-debag-sborka-atomic-heartpopala-v-set-do-reliza?comment=22858255","atmosphere","reserve","false","safe","reserve"
"Atomic Heart","","Господи, как же ты страдал! Ужасно, чел, надо задонатить на психолога тебе? п.с. купил в вкплей через сберпей за 2 клика, кайфово и супер-удобно, мне понравилось.","https://dtf.ru/games/1641280-utechka-debag-sborka-atomic-heartpopala-v-set-do-reliza?comment=22857909","monetization","reserve","false","safe","reserve"
"Atomic Heart","","ничоси год кстати прикольный. Я уже забыл что [название игры] и Хогварст в этом году вышли. Как будто давно так было","https://dtf.ru/games/2363387-debyut-goda-atomic-heart?comment=33625538","player-experience","reserve","false","safe","reserve"
"The Elder Scrolls V: Skyrim Special Edition","1","Игроки в 2050г: Это типичная игра от Bethesda, почему вы от нее чего то требуете? Да, у нас 50 лет нет окон в зданиях, ну и что?","https://dtf.ru/games/2097853-tovary-prodavcov-v-starfield-hranyatsya-v-spryatannyh-za-teksturami-sundukah-pryamo-kak-v-skyrim?comment=29305569","player-experience","hard","false","safe","published"
"The Elder Scrolls V: Skyrim Special Edition","2",">стандартная игра Беседки Это деградация каждой ""игры Бесезды"" начиная с Облы. Сейчас они достигли своего отрицательного пика, но то ли ещё будет, раз хавают и это.","https://dtf.ru/games/2097853-tovary-prodavcov-v-starfield-hranyatsya-v-spryatannyh-za-teksturami-sundukah-pryamo-kak-v-skyrim?comment=29305798","player-experience","hard/medium","false","safe","published"
"The Elder Scrolls V: Skyrim Special Edition","3",">На деле же игры Bethesda настолько детализированы и графически насыщены, что просто невозможно всё это загружать одновременно. это звучит довольно смешно, учитывая, что киберпанк существует","https://dtf.ru/games/3745305-zagruzochnye-ekrany-bethesda-mnenie-dizaynera?comment=51530383","community-humor","medium","false","safe","published"
"The Elder Scrolls V: Skyrim Special Edition","4","Раньше мир был единый. Выходишь после стартовой локации и идёшь куда глаза глядят. В филде у тебя глаза глядят на 2д карту и вечные подзагрузки туда сюда. Локации не связаны, просто набор 1000 генерированого кала с повторяющимся контентом","https://dtf.ru/games/2097853-tovary-prodavcov-v-starfield-hranyatsya-v-spryatannyh-za-teksturami-sundukah-pryamo-kak-v-skyrim?comment=29306312","technical","medium","false","safe","published"
"The Elder Scrolls V: Skyrim Special Edition","5","Кроме Секиро и Бладборн все одно и то же с рыцорями и башнями. У Тодда в одном ТЕС есть Морровинд, Обла и [название игры].","https://dtf.ru/games/3737709-todd-govard-i-bethesda-smotryat-dokumentalku-ob-oblivion?comment=51425706","player-experience","medium/easy","false","safe","published"
"The Elder Scrolls V: Skyrim Special Edition","6","Ну а если серьёзно, тут тебе скорее всего никто не поможет, потому что вряд ли кто-то играл в [название игры] с этими читами, когда есть легальный абуз, и консольные читы. Тут скорее на портал создателя сей поделки.","https://dtf.ru/id2042315/3850162-kak-vernut-normalnyy-uron-oruzhiya-v-skyrim-posle-chitov?comment=53261068","player-experience","easy","false","safe","published"
"The Elder Scrolls V: Skyrim Special Edition","","Да, видно, как у челика тогда глаза горели, неудивительно, что в этом творческом угаре он породил величайшую игру всех времён [название игры].","https://dtf.ru/games/3737709-todd-govard-i-bethesda-smotryat-dokumentalku-ob-oblivion?comment=51424283","community-humor","reserve","false","safe","reserve"
"The Elder Scrolls V: Skyrim Special Edition","","> этого все предметы, убитые враги или физические объекты остаются на месте, даже когда игрок покидает локацию. Это тоже есть?","https://dtf.ru/games/3745305-zagruzochnye-ekrany-bethesda-mnenie-dizaynera?comment=51530432","player-experience","reserve","false","safe","reserve"
"The Elder Scrolls V: Skyrim Special Edition","","Морровинд, Обла и [название игры] с мечами и магией. Те самые легендарные игры в каждой последующей из которых только урезали механики.","https://dtf.ru/games/3737709-todd-govard-i-bethesda-smotryat-dokumentalku-ob-oblivion?comment=51425771","mechanics","reserve","false","safe","reserve"
"Elden Ring","1","так наоборот же, это фанаты Бабадзаки перед каждым заходом в игру свою попу готовят","https://dtf.ru/games/3196406-eto-zhe-shutka-da-kak-v-seti-otreagirovali-na-nominaciyu-elden-ring-shadow-of-the-erdtree-na-zvanie-igry-goda?comment=45632397","player-experience","hard","false","safe","published"
"Elden Ring","2","Я уже представляю как эта хуета будет крутиться в ритме вальса, попутно опиздошивая гг. Просто ненавижу копейщиков в соулс-лайках, всем сердцем блять. Однако, где там мой кошелек...","https://dtf.ru/granger/2507051-pervyi-treiler-elden-ring-shadow-of-the-erdtree-reliz-21-iyunya-po-cene-2399-rublei?comment=35974017","player-experience","hard/medium","false","safe","published"
"Elden Ring","3","> Подача квестов у Миядзаки — один из вариантов, как убедить игрока в живости мира на экране. Мы, похоже, в разные игры играли. Более мертвого мира, чем в соулсах, еще поискать надо.","https://dtf.ru/games/2850750-nepopulyarnoe-mnenie-syuzhetnye-kvesty-v-elden-ring-luchshe-chem-v-hvalenom-baldurs-gate-3?comment=41241874","story","medium","false","safe","published"
"Elden Ring","4","Игрокам приготовиться к куче тредов с нытьем, почему [название игры], продавшийся в 20+ миллионов копий, имевший пиковый онлайн в 850к и довольно долго его державший, на самом деле плохая и никому ненужная игра.","https://dtf.ru/granger/2505642-pervyi-treiler-elden-ring-shadow-of-the-erdtree-pokazhut-21-fevralya?comment=35946739","player-experience","medium","false","safe","published"
"Elden Ring","5","Да я уже заметил. Вообще это забавно, как у каждой великой игры есть вот такие хейтеры, которые бегут быстрее высказать своё важное мнение) Я понимаю, что можно не любить [название игры] и не считать её никакой великой.","https://dtf.ru/granger/2722190-odno-iz-luchshih-dopolnenii-desyatiletiya-geimplei-skrinshoty-i-glavnoe-iz-prevyu-elden-ring-shadow-of-the-erdtree?comment=39473841","player-experience","medium/easy","false","safe","published"
"Elden Ring","6","Квесты в ER: - пойди туда, не знаю куда - найди там NPC и поговори с ним - еще раз поговори с ним - ещё раз поговори с ним, пока у него не закончатся фразы - отдохни у благодати - ещё раз поговори с NPC и получи от него квестовый предмет - догадайся, нахрена нужен этот квестовый","https://dtf.ru/games/2850750-nepopulyarnoe-mnenie-syuzhetnye-kvesty-v-elden-ring-luchshe-chem-v-hvalenom-baldurs-gate-3?comment=41254042","technical; story","easy","false","safe","published"
"Elden Ring","","Хватит скипать диалоги до секса в комментах, читай статью!","https://dtf.ru/games/2850750-nepopulyarnoe-mnenie-syuzhetnye-kvesty-v-elden-ring-luchshe-chem-v-hvalenom-baldurs-gate-3?comment=41241099","player-experience","reserve","false","safe","reserve"
"Elden Ring","","Да это все казуалы, которые не понимают гения Миядзаки. Пусть идут в свое марево прыгают или на бананы кликают. А у кого проблемы со статтерами, просто обновите свое железо, у журналистов вон все нормально было.","https://dtf.ru/steam/2760548-dopolnenie-shadow-of-the-erdtree-dlya-elden-ring-startovalo-so-smeshannyh-otzyvov-v-steam-bolshe-vsego-negativnyh-obzorov-ot-kitaiskih-igrokov?comment=40034058","player-experience","reserve","false","safe","reserve"
"Elden Ring","","Каккя соя, все нормальные люди которые поигрпли в длс в ахуе от того какое оно всратое по балансу, про финал молчу, это тупо рофл от Миядзаки.","https://dtf.ru/steam/2760548-dopolnenie-shadow-of-the-erdtree-dlya-elden-ring-startovalo-so-smeshannyh-otzyvov-v-steam-bolshe-vsego-negativnyh-obzorov-ot-kitaiskih-igrokov?comment=40034960","story","reserve","false","safe","reserve"
"Fallout 76","1","Похоже кто то давненько не запускал морру и облу. Я недавно запускал.","https://dtf.ru/gameindustry/2215795-esli-ty-sdelal-odnu-solnechnuyu-sistemu-ty-sdelal-90-raboty-dlya-sotni-byvshii-dizainer-bethesda-o-masshtabah-starfield?comment=31136061","player-experience","hard","false","safe","published"
"Fallout 76","2","> Как результат, в тайтлах Bethesda вы можете стать главой всех гильдий или лучшим другом всех компаньонов.","https://dtf.ru/gameindustry/2215795-esli-ty-sdelal-odnu-solnechnuyu-sistemu-ty-sdelal-90-raboty-dlya-sotni-byvshii-dizainer-bethesda-o-masshtabah-starfield?comment=31135200","player-experience","hard/medium","false","safe","published"
"Fallout 76","3","> Несмит признал, что в итоге исследование в Starfield вышло не таким интересным, как хотелось бы игрокам и самой Bethesda.","https://dtf.ru/gameindustry/2215795-esli-ty-sdelal-odnu-solnechnuyu-sistemu-ty-sdelal-90-raboty-dlya-sotni-byvshii-dizainer-bethesda-o-masshtabah-starfield?comment=31135150","player-experience","medium","false","safe","published"
"Fallout 76","4",">если ты сделал самый хуевый рандомайзер в видеоиграх, считай 90% игры сделано Рассказал ведущий лидер Bethesda Тодд Ховард","https://dtf.ru/gameindustry/2215795-esli-ty-sdelal-odnu-solnechnuyu-sistemu-ty-sdelal-90-raboty-dlya-sotni-byvshii-dizainer-bethesda-o-masshtabah-starfield?comment=31135278","player-experience","medium","false","safe","published"
"Concord","1",">не учли, что аудитория уже устала от однотипных геройских шутеров без изюминки Ну да, а райвалс выстрелила потому что она офигеть какая изюмистая.","https://dtf.ru/games/3339541-glavnye-razocharovaniya-2024-go-dlya-redakcii-dtf-ot-concord-do-dragon-age-the-veilguard?comment=47214200","player-experience","hard","false","safe","published"
"Concord","2","""В связи с этим игра официально не продаётся в странах, где такую учётную запись создать нельзя, например, в Казахстане."" Спасибо Sony что уберегли нас от этой игры","https://dtf.ru/games/2935256-vyshel-concord-geroiskii-pvp-shuter-ot-sony?comment=42258136","player-experience","hard/medium","false","safe","published"
"Concord","3","Имхо: могут посадить клепать ремастеры шутеров Sony от первого лица. Не могут сделать своё, пусть хоть с пользой время проводят. В них уже слишком много денег вложено было, чтобы просто увольнять. P.S.: чо, пацаны, Killzone?","https://dtf.ru/games/2965180-razrabotchikov-kaznyat-a-ne-prosto-sokratyat-kak-v-seti-otreagirovali-na-zakrytie-serverov-concord?comment=42740191","player-experience","medium","false","safe","published"
"Concord","4","Молвят, [название игры] войдёт в топ по онлайну и продажам.","https://dtf.ru/games/2954155-analitik-prodazhi-concord-sostavili-okolo-25-tysyach-kopii?comment=42579035","player-experience","medium","false","safe","published"
"Concord","5","Вот это реально смешно. Посты с шутками про барнаулцев и успех Веилгарда никто не то что не удалял, но даже в шб не отправляли. А вот стоило кому-то из пользователей написать что-то плохое про игру или про то, что у нее плохие продажи, так сразу же удаление поста.","https://dtf.ru/games/3339541-glavnye-razocharovaniya-2024-go-dlya-redakcii-dtf-ot-concord-do-dragon-age-the-veilguard?comment=47214633","community-humor","medium/easy","false","safe","published"
"Concord","6","Чет вообще не понятно, для кого [название игры] делается, очередная жвачка про каличей с абилками. Видимо, лавры Bleeding Edge покоя не дают","https://dtf.ru/games/2712175-god-of-war-ragnark-na-pk-geimplei-shutera-concord-v-duhe-overwatch-i-remeik-silent-hill-2-chto-pokazali-na-state-of-play?comment=39323457","player-experience","easy","false","safe","published"
"Concord","","Сони не делают роскошные игры со времен ПС2. [название игры] такое же мессиво как хорайзен с павуком.","https://dtf.ru/games/2942829-igroki-stali-zhalovatsya-na-vremya-ozhidaniya-matchei-v-concord-ono-dostigaet-15-minut?comment=42383534","player-experience","reserve","false","safe","reserve"
"Concord","","> Marathon не повторит ошибок [название игры] Он сделает новые.","https://dtf.ru/games/3829742-german-hulst-marathon-izbezhit-oshibok-concord?comment=52934886","player-experience","reserve","false","safe","reserve"
"Concord","","Вот он, тот самый единственный фанат [название игры], что играет в него с 300 аккаунтов.","https://dtf.ru/games/2944662-maksimalnyi-sutochnyi-onlain-concord-v-steam-opustilsya-nizhe-300-chelovek?comment=42417532","player-experience","reserve","false","safe","reserve"
"The Last of Us Part II","1","> Обозреватели назвали ремастер лучшей версией игры, которую обязательно следует опробовать всем поклонникам > Разработчики внесли лишь небольшие визуальные изменения > Многие журналисты признались, что большой разницы с обычной версией всё-таки не увидели Суууууука","https://dtf.ru/games/2429095-shedevr-stal-eshe-luchshe-ocenki-remastera-the-last-of-us-part-ii-91-ball-iz-100-na-metacritic?comment=34570593","atmosphere","hard","false","safe","published"
"The Last of Us Part II","2",">Элли и Эбби зеркальные отражения >даже имена похожи >приходят к тому, что смысла в этом круговороте насилия нет >поэтому поддерживать кого-то в этой борьбе смысла нет Блять.","https://dtf.ru/games/3712334-the-last-of-us-part-ii-obzor-i-sovety-po-igre-na-pk?comment=51039375","player-experience","hard/medium","false","safe","published"
